name,base,peptides%,time,Rad1,Rad2,Rad3,Rad4,Rad5,Rad6,,,,,,,,,,,,
F2H10,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C)=O)=O)=O)(C(NC(CCCCNC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)(C(NC(CC8=CN=CN8)(C(NC(CC9=CN=CN9)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,2287095.5,2206812,3452182.5,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,54972532,58315060,27456894,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,25483100,30208066,42033212,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,23601336,11887805,27456894,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,291761.31,229101.17,340714.56,,,,,,,,,,,,,,,
F3H10,[H]C(CC1=CN=CN1)(C(NC(CCCCNC(C(CC2=CN=CN2)NC(C(CC3=NC=CN3)NC(C)=O)=O)=O)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)(C(NC(CCCCNC(C(CC8=CN=CN8)NC(C(CC9=CN=CN9)NC(C)=O)=O)=O)(C(NC(CC%10=CN=CN%10)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,66576.406,315258.88,72450.797,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,975148.56,1640912.6,25849270,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,4903156.5,283928.81,405332.84,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,1262993.6,581564.5,3295532.2,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,526736.88,170357.28,742131.12,,,,,,,,,,,,,,,
F4H10,[H][C@](CC1=CN=CN1)(C(N[C@@](CC2=CN=CN2)(C(N[C@@](CC3=CN=CN3)(C(N[C@@](CCCCNC(C(CC4=CN=CN4)NC(C(CC5=CN=CN5)NC(C(CC6=CN=CN6)NC(C(CC7=CN=CN7)NC(C)=O)=O)=O)=O)=O)(C(N[C@@](CC8=CN=CN8)(C(N[C@@](CC9=CN=CN9)(C(N[C@@](CC%10=CN=CN%10)(C(N[C@@](CC%11=CN=CN%11)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,3324904.2,2576898.5,2014915.4,,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,5,5,8611854,8754798,1866097.5,,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,10,5,1629163.9,12825749,17969756,8701928,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,20,5,197771.09,170357.28,415123.47,,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,50,5,95948.352,90073.961,187980.44,,,,,,,,,,,,,,,
F5H10,[H]C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(O)=O)CC1=CN=CN1)=O)CC2=CN=CN2)=O)CC3=CN=CN3)=O)CC4=CN=CN4)=O)([H])CC5=CN=CN5)=O)([H])CC6=CN=CN6)=O)([H])CC7=CN=CN7)=O)([H])CC8=CN=CN8)=O)([H])CC9=CN=CN9)=O)(N)CC%10=CN=CN%10,100,5,95948.352,68534.539,74408.93,,,,,,,,,,,,,,,
H11,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(N)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,21962382,17329448,31042230,,,,,,,,,,,,,,,
H11,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(N)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,19387442,45849604,25882558,,,,,,,,,,,,,,,
H11,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(N)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,6824082,6912197.5,46055208,,,,,,,,,,,,,,,
H11,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(N)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,1926799.6,1760358.5,5723613,,,,,,,,,,,,,,,
H11,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(N)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,280012.53,346588.94,444495.44,,,,,,,,,,,,,,,
h12,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(N)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,381835.28,137069.08,125320.3,,,,,,,,,,,,,,,
h12,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(N)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,127278.43,82241.445,121404.04,,,,,,,,,,,,,,,
h12,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(N)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,133152.81,92032.094,90073.961,,,,,,,,,,,,,,,
h12,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(N)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,70492.664,58743.891,74408.93,,,,,,,,,,,,,,,
h12,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(N)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,64618.277,66576.406,74408.93,,,,,,,,,,,,,,,
H13,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(N)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,8607938,4482158.5,164482.89,,,,,,,,,,,,,,,
h13,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(N)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,207561.73,72450.797,129236.55,,,,,,,,,,,,,,,
h13,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(N)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,84199.578,64618.277,78325.188,,,,,,,,,,,,,,,
h13,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(N)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,699052.25,68534.539,80283.312,,,,,,,,,,,,,,,
h13,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(N)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,74408.93,60702.02,74408.93,,,,,,,,,,,,,,,
h14,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,234975.56,78325.188,95948.352,,,,,,,,,,,,,,,
h14,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,4582023.5,1541048,6790793.5,,,,,,,,,,,,,,,
h14,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,70492.664,74408.93,82241.445,,,,,,,,,,,,,,,
h14,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,70492.664,64618.277,90073.961,,,,,,,,,,,,,,,
h14,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,88115.836,841995.75,70492.664,,,,,,,,,,,,,,,
H15,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,746047.38,266305.62,281970.66,,,,,,,,,,,,,,,
H15,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,92032.094,86157.703,565899.44,,,,,,,,,,,,,,,
H15,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,101822.74,76367.055,109655.26,,,,,,,,,,,,,,,
H15,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,78325.188,68534.539,724507.94,,,,,,,,,,,,,,,
H15,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,5,70492.664,103780.87,76367.055,,,,,,,,,,,,,,,
h16,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,14069161,3720446.2,6835830.5,,,,,,,,,,,,,,,
h16,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,589397,346588.94,495406.81,,,,,,,,,,,,,,,
