name,base,peptides%,time,Rad1,Rad2,Rad3,Rad4,Rad5,Rad6,,,,,,,,,,,,
h16,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,97906.484,58743.891,80283.312,,,,,,,,,,,,,,,
h24,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,2.5,5,80283.312,68534.539,258473.11,,,,,,,,,,,,,,,
h24,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,74408.93,64618.277,74408.93,,,,,,,,,,,,,,,
h24,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,72450.797,207561.73,76367.055,,,,,,,,,,,,,,,
h24,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,70492.664,64618.277,74408.93,,,,,,,,,,,,,,,
h24,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,5,66576.406,121404.04,78325.188,,,,,,,,,,,,,,,
h32,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,2.5,5,68534.539,64618.277,74408.93,,,,,,,,,,,,,,,
h32,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,86157.703,66576.406,72450.797,,,,,,,,,,,,,,,
h32,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,70492.664,60702.02,76367.055,,,,,,,,,,,,,,,
h32,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,74408.93,56785.758,74408.93,,,,,,,,,,,,,,,
h40,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(NC(CC%33=CN=CN%33)C(NC(CC%34=CN=CN%34)C(NC(CC%35=CN=CN%35)C(NC(CC%36=CN=CN%36)C(NC(CC%37=CN=CN%37)C(NC(CC%38=CN=CN%38)C(NC(CC%39=CN=CN%39)C(NC(CC%40=CN=CN%40)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,2.5,5,74408.93,72450.797,72450.797,,,,,,,,,,,,,,,
h40,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(NC(CC%33=CN=CN%33)C(NC(CC%34=CN=CN%34)C(NC(CC%35=CN=CN%35)C(NC(CC%36=CN=CN%36)C(NC(CC%37=CN=CN%37)C(NC(CC%38=CN=CN%38)C(NC(CC%39=CN=CN%39)C(NC(CC%40=CN=CN%40)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,5,70492.664,64618.277,78325.188,,,,,,,,,,,,,,,
h40,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(NC(CC%33=CN=CN%33)C(NC(CC%34=CN=CN%34)C(NC(CC%35=CN=CN%35)C(NC(CC%36=CN=CN%36)C(NC(CC%37=CN=CN%37)C(NC(CC%38=CN=CN%38)C(NC(CC%39=CN=CN%39)C(NC(CC%40=CN=CN%40)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,5,70492.664,68534.539,117487.78,,,,,,,,,,,,,,,
h40,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(NC(CC9=CN=CN9)C(NC(CC%10=CN=CN%10)C(NC(CC%11=CN=CN%11)C(NC(CC%12=CN=CN%12)C(NC(CC%13=CN=CN%13)C(NC(CC%14=CN=CN%14)C(NC(CC%15=CN=CN%15)C(NC(CC%16=CN=CN%16)C(NC(CC%17=CN=CN%17)C(NC(CC%18=CN=CN%18)C(NC(CC%19=CN=CN%19)C(NC(CC%20=CN=CN%20)C(NC(CC%21=CN=CN%21)C(NC(CC%22=CN=CN%22)C(NC(CC%23=CN=CN%23)C(NC(CC%24=CN=CN%24)C(NC(CC%25=CN=CN%25)C(NC(CC%26=CN=CN%26)C(NC(CC%27=CN=CN%27)C(NC(CC%28=CN=CN%28)C(NC(CC%29=CN=CN%29)C(NC(CC%30=CN=CN%30)C(NC(CC%31=CN=CN%31)C(NC(CC%32=CN=CN%32)C(NC(CC%33=CN=CN%33)C(NC(CC%34=CN=CN%34)C(NC(CC%35=CN=CN%35)C(NC(CC%36=CN=CN%36)C(NC(CC%37=CN=CN%37)C(NC(CC%38=CN=CN%38)C(NC(CC%39=CN=CN%39)C(NC(CC%40=CN=CN%40)C(N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,5,64618.277,68534.539,101822.74,,,,,,,,,,,,,,,
H4,O=C(NC(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(N)=O)[H])=O)[H])=O)[H])C(CC4=CN=CN4)NC(C)=O,5,24,58743.891,52869.5,70492.664,,,,,,,,,,,,,,,
H4,O=C(NC(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(N)=O)[H])=O)[H])=O)[H])C(CC4=CN=CN4)NC(C)=O,10,24,193854.83,56785.758,62660.148,,,,,,,,,,,,,,,
H4,O=C(NC(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(N)=O)[H])=O)[H])=O)[H])C(CC4=CN=CN4)NC(C)=O,20,24,64618.277,58743.891,78325.188,,,,,,,,,,,,,,,
H4,O=C(NC(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(N)=O)[H])=O)[H])=O)[H])C(CC4=CN=CN4)NC(C)=O,50,24,62660.148,180147.92,70492.664,,,,,,,,,,,,,,,
H4,O=C(NC(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(N)=O)[H])=O)[H])=O)[H])C(CC4=CN=CN4)NC(C)=O,100,24,64618.277,68534.539,66576.406,,,,,,,,,,,,,,,
H5,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,215394.27,219310.52,156650.38,,,,,,,,,,,,,,,
h5,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,148817.86,146859.72,125320.3,,,,,,,,,,,,,,,
h5,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,624643.38,234975.56,397500.31,,,,,,,,,,,,,,,
h5,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,176231.67,497364.94,240849.95,,,,,,,,,,,,,,,
h5,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,95948.352,133152.81,121404.04,,,,,,,,,,,,,,,
h6,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,170357.28,223226.78,213436.12,,,,,,,,,,,,,,,
h6,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,262389.38,219310.52,140985.33,,,,,,,,,,,,,,,
h6,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,101822.74,146859.72,209519.88,,,,,,,,,,,,,,,
h6,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,575690.12,131194.69,121404.04,,,,,,,,,,,,,,,
h6,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,88115.836,70492.664,84199.578,,,,,,,,,,,,,,,
h7,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(N)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,168399.16,127278.43,268263.75,,,,,,,,,,,,,,,
h7,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(N)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,144901.59,164482.89,166441.02,,,,,,,,,,,,,,,
h7,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(N)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,191896.7,305468.22,109655.26,,,,,,,,,,,,,,,
h7,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(N)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,121404.04,66576.406,80283.312,,,,,,,,,,,,,,,
h7,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(N)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,100,24,80283.312,76367.055,92032.094,,,,,,,,,,,,,,,
h8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(N)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,5,24,172315.41,242808.08,233017.42,,,,,,,,,,,,,,,
h8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(N)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,10,24,524778.75,624643.38,276096.28,,,,,,,,,,,,,,,
h8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(N)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,20,24,738214.88,544360.06,342672.69,,,,,,,,,,,,,,,
h8,[H]C(CC1=CN=CN1)(C(NC(CC2=CN=CN2)(C(NC(CC3=CN=CN3)(C(NC(CC4=CN=CN4)(C(NC(CC5=CN=CN5)(C(NC(CC6=CN=CN6)(C(NC(CC7=CN=CN7)C(NC(CC8=CN=CN8)C(N)=O)=O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)NC(C)=O,50,24,129236.55,1059348.1,1535173.6,,,,,,,,,,,,,,,
